date,time_slot,demand_count,day_of_week,month,is_weekend,is_holiday,is_school_term,is_farming_season,is_month_boundary,season,consecutive_holiday_count,temperature,feels_like_temp,precipitation_mm,snowfall_cm,wind_speed,weather_label,is_extreme_weather,lag_1_demand,lag_7_demand,lag_14_demand,rolling_7day_avg,rolling_14day_avg,days_since_last_operation
2020-04-16,daytime,1,3,4,0,0,1,0,0,spring,0,9.5,6.1,5.4,0.0,10.6,rainy,1,1.0,0.0,0.0,0.86,1.0,1.0
2020-04-16,evening,0,3,4,0,0,1,0,0,spring,0,9.5,6.1,5.4,0.0,10.6,rainy,1,0.0,1.0,0.0,0.29,0.64,1.0
2020-04-16,morning,0,3,4,0,0,1,0,0,spring,0,9.5,6.1,5.4,0.0,10.6,rainy,1,2.0,3.0,0.0,1.29,0.64,1.0
2020-04-17,daytime,1,4,4,0,0,1,0,0,spring,0,12.1,11.9,0.0,0.0,2.5,sunny,0,1.0,0.0,2.0,1.0,1.07,1.0
2020-04-17,evening,0,4,4,0,0,1,0,0,spring,0,12.1,11.9,0.0,0.0,2.5,sunny,0,0.0,0.0,1.0,0.14,0.64,1.0
2020-04-17,morning,0,4,4,0,0,1,0,0,spring,0,12.1,11.9,0.0,0.0,2.5,sunny,0,0.0,2.0,0.0,0.86,0.64,1.0
2020-04-18,daytime,0,5,4,1,0,0,0,0,spring,1,18.7,18.4,7.2,0.0,2.8,rainy,0,1.0,1.0,0.0,1.14,1.0,1.0
2020-04-18,evening,0,5,4,1,0,0,0,0,spring,1,18.7,18.4,7.2,0.0,2.8,rainy,0,0.0,0.0,0.0,0.14,0.57,1.0
2020-04-18,morning,0,5,4,1,0,0,0,0,spring,1,18.7,18.4,7.2,0.0,2.8,rainy,0,0.0,0.0,0.0,0.57,0.64,1.0
2020-04-19,daytime,0,6,4,1,0,0,0,0,spring,2,11.3,11.3,0.0,0.0,1.2,sunny,0,0.0,2.0,1.0,1.0,1.0,1.0
2020-04-19,evening,0,6,4,1,0,0,0,0,spring,2,11.3,11.3,0.0,0.0,1.2,sunny,0,0.0,1.0,1.0,0.14,0.57,1.0
2020-04-19,morning,0,6,4,1,0,0,0,0,spring,2,11.3,11.3,0.0,0.0,1.2,sunny,0,0.0,1.0,0.0,0.57,0.64,1.0
2020-04-20,daytime,0,0,4,0,0,1,0,0,spring,0,15.9,14.6,0.0,0.0,5.2,cloudy,0,0.0,1.0,0.0,0.71,0.93,1.0
2020-04-20,evening,0,0,4,0,0,1,0,0,spring,0,15.9,14.6,0.0,0.0,5.2,cloudy,0,0.0,0.0,4.0,0.0,0.5,1.0
2020-04-20,morning,3,0,4,0,0,1,0,0,spring,0,15.9,14.6,0.0,0.0,5.2,cloudy,0,0.0,1.0,0.0,0.43,0.64,1.0
2020-04-21,daytime,0,1,4,0,0,1,0,0,spring,0,10.2,9.7,0.0,0.0,3.2,sunny,0,0.0,1.0,1.0,0.57,0.93,1.0
2020-04-21,evening,2,1,4,0,0,1,0,0,spring,0,10.2,9.7,0.0,0.0,3.2,sunny,0,0.0,0.0,1.0,0.0,0.21,1.0
2020-04-21,morning,3,1,4,0,0,1,0,0,spring,0,10.2,9.7,0.0,0.0,3.2,sunny,0,3.0,0.0,0.0,0.71,0.86,1.0
2020-04-22,daytime,1,2,4,0,0,1,0,0,spring,0,18.1,18.1,8.7,0.0,0.0,rainy,0,0.0,1.0,4.0,0.43,0.86,1.0
2020-04-22,evening,1,2,4,0,0,1,0,0,spring,0,18.1,18.1,8.7,0.0,0.0,rainy,0,2.0,0.0,0.0,0.29,0.29,1.0
2020-04-22,morning,0,2,4,0,0,1,0,0,spring,0,18.1,18.1,8.7,0.0,0.0,rainy,0,3.0,2.0,0.0,1.14,1.07,1.0
2020-04-23,daytime,1,3,4,0,0,1,0,0,spring,0,11.6,11.0,0.0,0.0,3.4,sunny,0,1.0,1.0,0.0,0.43,0.64,1.0
2020-04-23,evening,0,3,4,0,0,1,0,0,spring,0,11.6,11.0,0.0,0.0,3.4,sunny,0,1.0,0.0,1.0,0.43,0.36,1.0
2020-04-23,morning,3,3,4,0,0,1,0,0,spring,0,11.6,11.0,0.0,0.0,3.4,sunny,0,0.0,0.0,3.0,0.86,1.07,1.0
2020-04-24,daytime,1,4,4,0,0,1,0,0,spring,0,16.9,16.9,0.0,0.0,1.2,sunny,0,1.0,1.0,0.0,0.43,0.71,1.0
2020-04-24,evening,1,4,4,0,0,1,0,0,spring,0,16.9,16.9,0.0,0.0,1.2,sunny,0,0.0,0.0,0.0,0.43,0.29,1.0
2020-04-24,morning,3,4,4,0,0,1,0,0,spring,0,16.9,16.9,0.0,0.0,1.2,sunny,0,3.0,0.0,2.0,1.29,1.07,1.0
2020-04-25,daytime,0,5,4,1,0,0,0,1,spring,1,14.6,12.3,22.6,0.0,7.7,rainy,1,1.0,0.0,1.0,0.43,0.79,1.0
2020-04-25,evening,1,5,4,1,0,0,0,1,spring,1,14.6,12.3,22.6,0.0,7.7,rainy,1,1.0,0.0,0.0,0.57,0.36,1.0
2020-04-25,morning,1,5,4,1,0,0,0,1,spring,1,14.6,12.3,22.6,0.0,7.7,rainy,1,3.0,0.0,0.0,1.71,1.14,1.0
2020-04-26,daytime,2,6,4,1,0,0,0,1,spring,2,14.1,11.6,0.0,0.0,8.3,sunny,0,0.0,0.0,2.0,0.43,0.71,1.0
2020-04-26,evening,0,6,4,1,0,0,0,1,spring,2,14.1,11.6,0.0,0.0,8.3,sunny,0,1.0,0.0,1.0,0.71,0.43,1.0
2020-04-26,morning,0,6,4,1,0,0,0,1,spring,2,14.1,11.6,0.0,0.0,8.3,sunny,0,1.0,0.0,1.0,1.86,1.21,1.0
2020-04-27,daytime,5,0,4,0,0,1,0,1,spring,0,16.6,16.6,0.0,0.0,2.1,cloudy,0,2.0,0.0,1.0,0.71,0.71,1.0
2020-04-27,evening,0,0,4,0,0,1,0,1,spring,0,16.6,16.6,0.0,0.0,2.1,cloudy,0,0.0,0.0,0.0,0.71,0.36,1.0
2020-04-27,morning,2,0,4,0,0,1,0,1,spring,0,16.6,16.6,0.0,0.0,2.1,cloudy,0,0.0,3.0,1.0,1.86,1.14,1.0
2020-04-28,daytime,5,1,4,0,0,1,0,1,spring,0,14.8,13.9,0.0,0.0,4.2,sunny,0,5.0,0.0,1.0,1.43,1.0,1.0
2020-04-28,evening,0,1,4,0,0,1,0,1,spring,0,14.8,13.9,0.0,0.0,4.2,sunny,0,0.0,2.0,0.0,0.71,0.36,1.0
2020-04-28,morning,2,1,4,0,0,1,0,1,spring,0,14.8,13.9,0.0,0.0,4.2,sunny,0,2.0,3.0,0.0,1.71,1.21,1.0
2020-04-29,daytime,1,2,4,0,1,1,0,1,spring,1,15.0,15.0,5.0,0.0,2.0,rainy,0,5.0,1.0,1.0,2.14,1.29,1.0
2020-04-29,evening,0,2,4,0,1,1,0,1,spring,1,15.0,15.0,5.0,0.0,2.0,rainy,0,0.0,1.0,0.0,0.43,0.36,1.0
2020-04-29,morning,0,2,4,0,1,1,0,1,spring,1,15.0,15.0,5.0,0.0,2.0,rainy,0,2.0,0.0,2.0,1.57,1.36,1.0
2020-04-30,daytime,1,3,4,0,0,1,0,1,spring,0,11.9,11.9,0.0,0.0,1.1,cloudy,0,1.0,1.0,1.0,2.14,1.29,1.0
2020-04-30,evening,0,3,4,0,0,1,0,1,spring,0,11.9,11.9,0.0,0.0,1.1,cloudy,0,0.0,0.0,0.0,0.29,0.36,1.0
2020-04-30,morning,2,3,4,0,0,1,0,1,spring,0,11.9,11.9,0.0,0.0,1.1,cloudy,0,0.0,3.0,0.0,1.57,1.21,1.0
2020-05-01,daytime,0,4,5,0,0,1,1,1,spring,0,26.7,26.2,0.0,0.0,3.2,sunny,0,1.0,1.0,1.0,2.14,1.29,1.0
2020-05-01,evening,0,4,5,0,0,1,1,1,spring,0,26.7,26.2,0.0,0.0,3.2,sunny,0,0.0,1.0,0.0,0.29,0.36,1.0
2020-05-01,morning,0,4,5,0,0,1,1,1,spring,0,26.7,26.2,0.0,0.0,3.2,sunny,0,2.0,3.0,0.0,1.43,1.36,1.0
2020-05-02,daytime,2,5,5,1,0,0,1,1,spring,1,25.0,25.0,0.0,0.0,1.4,cloudy,0,0.0,0.0,0.0,2.0,1.21,1.0
2020-05-02,evening,0,5,5,1,0,0,1,1,spring,1,25.0,25.0,0.0,0.0,1.4,cloudy,0,0.0,1.0,0.0,0.14,0.36,1.0
2020-05-02,morning,0,5,5,1,0,0,1,1,spring,1,25.0,25.0,0.0,0.0,1.4,cloudy,0,0.0,1.0,0.0,1.0,1.36,1.0
2020-05-03,daytime,0,6,5,1,1,0,1,1,spring,2,18.5,18.5,0.0,0.0,2.0,sunny,0,2.0,2.0,0.0,2.29,1.36,1.0
2020-05-03,evening,1,6,5,1,1,0,1,1,spring,2,18.5,18.5,0.0,0.0,2.0,sunny,0,0.0,0.0,0.0,0.0,0.36,1.0
2020-05-03,morning,0,6,5,1,1,0,1,1,spring,2,18.5,18.5,0.0,0.0,2.0,sunny,0,0.0,0.0,0.0,0.86,1.36,1.0
2020-05-04,daytime,0,0,5,0,1,1,1,1,spring,3,18.5,18.3,0.0,0.0,2.4,sunny,0,0.0,5.0,0.0,2.0,1.36,1.0
2020-05-04,evening,0,0,5,0,1,1,1,1,spring,3,18.5,18.3,0.0,0.0,2.4,sunny,0,1.0,0.0,0.0,0.14,0.43,1.0
2020-05-04,morning,0,0,5,0,1,1,1,1,spring,3,18.5,18.3,0.0,0.0,2.4,sunny,0,0.0,2.0,3.0,0.86,1.36,1.0
2020-05-05,daytime,0,1,5,0,1,1,1,1,spring,4,20.8,20.8,0.0,0.0,0.3,sunny,0,0.0,5.0,0.0,1.29,1.36,1.0
2020-05-05,evening,0,1,5,0,1,1,1,1,spring,4,20.8,20.8,0.0,0.0,0.3,sunny,0,0.0,0.0,2.0,0.14,0.43,1.0
2020-05-05,morning,0,1,5,0,1,1,1,1,spring,4,20.8,20.8,0.0,0.0,0.3,sunny,0,0.0,2.0,3.0,0.57,1.14,1.0
2020-05-06,daytime,0,2,5,0,1,1,1,0,spring,5,21.8,21.6,0.0,0.0,2.4,sunny,0,0.0,1.0,1.0,0.57,1.36,1.0
2020-05-06,evening,0,2,5,0,1,1,1,0,spring,5,21.8,21.6,0.0,0.0,2.4,sunny,0,0.0,0.0,1.0,0.14,0.29,1.0
2020-05-06,morning,0,2,5,0,1,1,1,0,spring,5,21.8,21.6,0.0,0.0,2.4,sunny,0,0.0,0.0,0.0,0.29,0.93,1.0
2020-05-07,daytime,0,3,5,0,0,1,1,0,spring,0,23.0,23.0,0.0,0.0,0.4,cloudy,0,0.0,1.0,1.0,0.43,1.29,1.0
2020-05-07,evening,1,3,5,0,0,1,1,0,spring,0,23.0,23.0,0.0,0.0,0.4,cloudy,0,0.0,0.0,0.0,0.14,0.21,1.0
2020-05-07,morning,1,3,5,0,0,1,1,0,spring,0,23.0,23.0,0.0,0.0,0.4,cloudy,0,0.0,2.0,3.0,0.29,0.93,1.0
2020-05-08,daytime,1,4,5,0,0,1,1,0,spring,0,19.5,19.3,0.0,0.0,2.6,sunny,0,0.0,0.0,1.0,0.29,1.21,1.0
2020-05-08,evening,2,4,5,0,0,1,1,0,spring,0,19.5,19.3,0.0,0.0,2.6,sunny,0,1.0,0.0,1.0,0.29,0.29,1.0
2020-05-08,morning,0,4,5,0,0,1,1,0,spring,0,19.5,19.3,0.0,0.0,2.6,sunny,0,1.0,0.0,3.0,0.14,0.79,1.0
2020-05-09,daytime,0,5,5,1,0,0,1,0,spring,1,18.0,16.9,0.0,0.0,4.7,cloudy,0,1.0,2.0,0.0,0.43,1.21,1.0
2020-05-09,evening,0,5,5,1,0,0,1,0,spring,1,18.0,16.9,0.0,0.0,4.7,cloudy,0,2.0,0.0,1.0,0.57,0.36,1.0
2020-05-09,morning,0,5,5,1,0,0,1,0,spring,1,18.0,16.9,0.0,0.0,4.7,cloudy,0,0.0,0.0,1.0,0.14,0.57,1.0
2020-05-10,daytime,1,6,5,1,0,0,1,0,spring,2,20.1,19.9,0.0,0.0,2.5,sunny,0,0.0,0.0,2.0,0.14,1.21,1.0
2020-05-10,evening,0,6,5,1,0,0,1,0,spring,2,20.1,19.9,0.0,0.0,2.5,sunny,0,0.0,1.0,0.0,0.57,0.29,1.0
2020-05-10,morning,0,6,5,1,0,0,1,0,spring,2,20.1,19.9,0.0,0.0,2.5,sunny,0,0.0,0.0,0.0,0.14,0.5,1.0
2020-05-11,daytime,2,0,5,0,0,1,1,0,spring,0,21.7,21.7,0.0,0.0,1.3,cloudy,0,1.0,0.0,5.0,0.29,1.14,1.0
2020-05-11,evening,0,0,5,0,0,1,1,0,spring,0,21.7,21.7,0.0,0.0,1.3,cloudy,0,0.0,0.0,0.0,0.43,0.29,1.0
2020-05-11,morning,1,0,5,0,0,1,1,0,spring,0,21.7,21.7,0.0,0.0,1.3,cloudy,0,0.0,0.0,2.0,0.14,0.5,1.0
2020-05-12,daytime,1,1,5,0,0,1,1,0,spring,0,21.3,21.3,0.0,0.0,0.3,sunny,0,2.0,0.0,5.0,0.57,0.93,1.0
2020-05-12,evening,1,1,5,0,0,1,1,0,spring,0,21.3,21.3,0.0,0.0,0.3,sunny,0,0.0,0.0,0.0,0.43,0.29,1.0
2020-05-12,morning,0,1,5,0,0,1,1,0,spring,0,21.3,21.3,0.0,0.0,0.3,sunny,0,1.0,0.0,2.0,0.29,0.43,1.0
2020-05-13,daytime,0,2,5,0,0,1,1,0,spring,0,18.7,16.5,0.0,0.0,7.5,sunny,0,1.0,0.0,1.0,0.71,0.64,1.0
2020-05-13,evening,0,2,5,0,0,1,1,0,spring,0,18.7,16.5,0.0,0.0,7.5,sunny,0,1.0,0.0,0.0,0.57,0.36,1.0
2020-05-13,morning,0,2,5,0,0,1,1,0,spring,0,18.7,16.5,0.0,0.0,7.5,sunny,0,0.0,0.0,0.0,0.29,0.29,1.0
2020-05-14,daytime,0,3,5,0,0,1,1,0,spring,0,17.7,17.4,0.0,0.0,2.8,sunny,0,0.0,0.0,1.0,0.71,0.57,1.0
2020-05-14,evening,0,3,5,0,0,1,1,0,spring,0,17.7,17.4,0.0,0.0,2.8,sunny,0,0.0,1.0,0.0,0.57,0.36,1.0
2020-05-14,morning,1,3,5,0,0,1,1,0,spring,0,17.7,17.4,0.0,0.0,2.8,sunny,0,0.0,1.0,2.0,0.29,0.29,1.0
2020-05-15,daytime,0,4,5,0,0,1,1,0,spring,0,19.7,18.3,0.0,0.0,5.5,cloudy,0,0.0,1.0,0.0,0.71,0.5,1.0
2020-05-15,evening,0,4,5,0,0,1,1,0,spring,0,19.7,18.3,0.0,0.0,5.5,cloudy,0,0.0,2.0,0.0,0.43,0.36,1.0
2020-05-15,morning,0,4,5,0,0,1,1,0,spring,0,19.7,18.3,0.0,0.0,5.5,cloudy,0,1.0,0.0,0.0,0.29,0.21,1.0
2020-05-16,daytime,0,5,5,1,0,0,1,0,spring,1,17.5,17.5,0.0,0.0,0.3,cloudy,0,0.0,0.0,2.0,0.57,0.5,1.0
2020-05-16,evening,0,5,5,1,0,0,1,0,spring,1,17.5,17.5,0.0,0.0,0.3,cloudy,0,0.0,0.0,0.0,0.14,0.36,1.0
2020-05-16,morning,0,5,5,1,0,0,1,0,spring,1,17.5,17.5,0.0,0.0,0.3,cloudy,0,0.0,0.0,0.0,0.29,0.21,1.0
2020-05-17,daytime,0,6,5,1,0,0,1,0,spring,2,18.1,18.1,34.5,0.0,1.2,rainy,1,0.0,1.0,0.0,0.57,0.36,1.0
2020-05-17,evening,0,6,5,1,0,0,1,0,spring,2,18.1,18.1,34.5,0.0,1.2,rainy,1,0.0,0.0,1.0,0.14,0.36,1.0
2020-05-17,morning,0,6,5,1,0,0,1,0,spring,2,18.1,18.1,34.5,0.0,1.2,rainy,1,0.0,0.0,0.0,0.29,0.21,1.0
2020-05-18,daytime,1,0,5,0,0,1,1,0,spring,0,20.2,19.6,0.0,0.0,3.5,cloudy,0,0.0,2.0,0.0,0.43,0.36,1.0
2020-05-18,evening,0,0,5,0,0,1,1,0,spring,0,20.2,19.6,0.0,0.0,3.5,cloudy,0,0.0,0.0,0.0,0.14,0.29,1.0
2020-05-18,morning,0,0,5,0,0,1,1,0,spring,0,20.2,19.6,0.0,0.0,3.5,cloudy,0,0.0,1.0,0.0,0.29,0.21,1.0
2020-05-19,daytime,0,1,5,0,0,1,1,0,spring,0,18.6,18.6,0.0,0.0,0.1,cloudy,0,1.0,1.0,0.0,0.29,0.43,1.0
2020-05-19,evening,0,1,5,0,0,1,1,0,spring,0,18.6,18.6,0.0,0.0,0.1,cloudy,0,0.0,1.0,0.0,0.14,0.29,1.0
2020-05-19,morning,0,1,5,0,0,1,1,0,spring,0,18.6,18.6,0.0,0.0,0.1,cloudy,0,0.0,0.0,0.0,0.14,0.21,1.0
2020-05-20,daytime,1,2,5,0,0,1,1,0,spring,0,19.5,17.0,0.0,0.0,8.2,cloudy,0,0.0,0.0,0.0,0.14,0.43,1.0
2020-05-20,evening,1,2,5,0,0,1,1,0,spring,0,19.5,17.0,0.0,0.0,8.2,cloudy,0,0.0,0.0,0.0,0.0,0.29,1.0
2020-05-20,morning,0,2,5,0,0,1,1,0,spring,0,19.5,17.0,0.0,0.0,8.2,cloudy,0,0.0,0.0,0.0,0.14,0.21,1.0
2020-05-21,daytime,0,3,5,0,0,1,1,0,spring,0,19.7,19.7,0.0,0.0,0.2,sunny,0,1.0,0.0,0.0,0.29,0.5,1.0
2020-05-21,evening,0,3,5,0,0,1,1,0,spring,0,19.7,19.7,0.0,0.0,0.2,sunny,0,1.0,0.0,1.0,0.14,0.36,1.0
2020-05-21,morning,1,3,5,0,0,1,1,0,spring,0,19.7,19.7,0.0,0.0,0.2,sunny,0,0.0,1.0,1.0,0.14,0.21,1.0
2020-05-22,daytime,0,4,5,0,0,1,1,0,spring,0,22.5,22.3,0.0,0.0,2.5,sunny,0,0.0,0.0,1.0,0.29,0.5,1.0
2020-05-22,evening,2,4,5,0,0,1,1,0,spring,0,22.5,22.3,0.0,0.0,2.5,sunny,0,0.0,0.0,2.0,0.14,0.29,1.0
2020-05-22,morning,1,4,5,0,0,1,1,0,spring,0,22.5,22.3,0.0,0.0,2.5,sunny,0,1.0,0.0,0.0,0.14,0.21,1.0
2020-05-23,daytime,0,5,5,1,0,0,1,0,spring,1,15.1,15.1,5.0,0.0,1.1,rainy,0,0.0,0.0,0.0,0.29,0.43,1.0
2020-05-23,evening,2,5,5,1,0,0,1,0,spring,1,15.1,15.1,5.0,0.0,1.1,rainy,0,2.0,0.0,0.0,0.43,0.29,1.0
2020-05-23,morning,0,5,5,1,0,0,1,0,spring,1,15.1,15.1,5.0,0.0,1.1,rainy,0,1.0,0.0,0.0,0.29,0.29,1.0
2020-05-24,daytime,0,6,5,1,0,0,1,0,spring,2,21.9,21.9,0.0,0.0,0.9,sunny,0,0.0,0.0,1.0,0.29,0.43,1.0
2020-05-24,evening,1,6,5,1,0,0,1,0,spring,2,21.9,21.9,0.0,0.0,0.9,sunny,0,2.0,0.0,0.0,0.71,0.43,1.0
2020-05-24,morning,0,6,5,1,0,0,1,0,spring,2,21.9,21.9,0.0,0.0,0.9,sunny,0,0.0,0.0,0.0,0.29,0.29,1.0
2020-05-25,daytime,0,0,5,0,0,1,1,1,spring,0,15.5,14.3,0.0,0.0,5.0,cloudy,0,0.0,1.0,2.0,0.29,0.36,1.0
2020-05-25,evening,2,0,5,0,0,1,1,1,spring,0,15.5,14.3,0.0,0.0,5.0,cloudy,0,1.0,0.0,0.0,0.86,0.5,1.0
2020-05-25,morning,0,0,5,0,0,1,1,1,spring,0,15.5,14.3,0.0,0.0,5.0,cloudy,0,0.0,0.0,1.0,0.29,0.29,1.0
2020-05-26,daytime,0,1,5,0,0,1,1,1,spring,0,25.0,25.0,0.0,0.0,1.2,sunny,0,0.0,0.0,1.0,0.14,0.21,1.0
2020-05-26,evening,0,1,5,0,0,1,1,1,spring,0,25.0,25.0,0.0,0.0,1.2,sunny,0,2.0,0.0,1.0,1.14,0.64,1.0
2020-05-26,morning,2,1,5,0,0,1,1,1,spring,0,25.0,25.0,0.0,0.0,1.2,sunny,0,0.0,0.0,0.0,0.29,0.21,1.0
2020-05-27,daytime,0,2,5,0,0,1,1,1,spring,0,19.5,17.4,0.0,0.0,7.2,sunny,0,0.0,1.0,0.0,0.14,0.14,1.0
2020-05-27,evening,0,2,5,0,0,1,1,1,spring,0,19.5,17.4,0.0,0.0,7.2,sunny,0,0.0,1.0,0.0,1.14,0.57,1.0
2020-05-27,morning,0,2,5,0,0,1,1,1,spring,0,19.5,17.4,0.0,0.0,7.2,sunny,0,2.0,0.0,0.0,0.57,0.36,1.0
2020-05-28,daytime,0,3,5,0,0,1,1,1,spring,0,19.6,19.5,0.0,0.0,2.3,cloudy,0,0.0,0.0,0.0,0.0,0.14,1.0
2020-05-28,evening,0,3,5,0,0,1,1,1,spring,0,19.6,19.5,0.0,0.0,2.3,cloudy,0,0.0,0.0,0.0,1.0,0.57,1.0
2020-05-28,morning,1,3,5,0,0,1,1,1,spring,0,19.6,19.5,0.0,0.0,2.3,cloudy,0,0.0,1.0,1.0,0.57,0.36,1.0
2020-05-29,daytime,1,4,5,0,0,1,1,1,spring,0,20.2,20.2,0.0,0.0,1.8,sunny,0,0.0,0.0,0.0,0.0,0.14,1.0
2020-05-29,evening,0,4,5,0,0,1,1,1,spring,0,20.2,20.2,0.0,0.0,1.8,sunny,0,0.0,2.0,0.0,1.0,0.57,1.0
2020-05-29,morning,0,4,5,0,0,1,1,1,spring,0,20.2,20.2,0.0,0.0,1.8,sunny,0,1.0,1.0,0.0,0.57,0.36,1.0
2020-05-30,daytime,0,5,5,1,0,0,1,1,spring,1,25.6,25.0,0.2,0.0,3.5,rainy,0,1.0,0.0,0.0,0.14,0.21,1.0
2020-05-30,evening,0,5,5,1,0,0,1,1,spring,1,25.6,25.0,0.2,0.0,3.5,rainy,0,0.0,2.0,0.0,0.71,0.57,1.0
2020-05-30,morning,0,5,5,1,0,0,1,1,spring,1,25.6,25.0,0.2,0.0,3.5,rainy,0,0.0,0.0,0.0,0.43,0.36,1.0
2020-05-31,daytime,0,6,5,1,0,0,1,1,spring,2,22.7,22.7,0.0,0.0,1.4,sunny,0,0.0,0.0,0.0,0.14,0.21,1.0
2020-05-31,evening,0,6,5,1,0,0,1,1,spring,2,22.7,22.7,0.0,0.0,1.4,sunny,0,0.0,1.0,0.0,0.43,0.57,1.0
2020-05-31,morning,0,6,5,1,0,0,1,1,spring,2,22.7,22.7,0.0,0.0,1.4,sunny,0,0.0,0.0,0.0,0.43,0.36,1.0
2020-06-01,daytime,1,0,6,0,0,1,1,1,summer,0,19.1,18.9,0.0,0.0,2.4,sunny,0,0.0,0.0,1.0,0.14,0.21,1.0
2020-06-01,evening,0,0,6,0,0,1,1,1,summer,0,19.1,18.9,0.0,0.0,2.4,sunny,0,0.0,2.0,0.0,0.29,0.57,1.0
2020-06-01,morning,1,0,6,0,0,1,1,1,summer,0,19.1,18.9,0.0,0.0,2.4,sunny,0,0.0,0.0,0.0,0.43,0.36,1.0
2020-06-02,daytime,0,1,6,0,0,1,1,1,summer,0,24.5,24.5,0.0,0.0,1.0,sunny,0,1.0,0.0,0.0,0.29,0.21,1.0
2020-06-02,evening,0,1,6,0,0,1,1,1,summer,0,24.5,24.5,0.0,0.0,1.0,sunny,0,0.0,0.0,0.0,0.0,0.57,1.0
2020-06-02,morning,0,1,6,0,0,1,1,1,summer,0,24.5,24.5,0.0,0.0,1.0,sunny,0,1.0,2.0,0.0,0.57,0.43,1.0
